Title,Condition,Price,Shipping,Location,Sold Date,Rating,Sold After 2/22/26,US Seller,Log of Price,Log of Shipping
Jack & Quinn Hughes 2019 Upper Deck Young Guns Checklist #250 PSA 10 Gem Rookie,New (Other),125.0,6.0,Located in United States,2026-02-20,,0,1,4.8283137373023015,1.9459101490553132
2019 Jack Hughes Young Guns PSA 10 AUTO 10 Rookie RC,New (Other),1799.99,4.99,Located in United States,2026-02-23,5.0,1,1,7.495536388313268,1.7900914121273581
2024-2025 Upper Deck Jack Hughes Retro Young Guns Outburst Silver PSA 10 GEM SSP,New (Other),686.0,6.07,Located in United States,2026-03-14,,1,1,6.530877627725885,1.9558604799084813
2019-20 Upper Deck Young Guns Jack Hughes PSA 10 Gem Mint RC #201 Devils,New (Other),249.99,5.55,Located in United States,2026-03-13,5.0,1,1,5.521420917062225,1.8794650496471605
2019-20 Upper Deck MVP Hockey #101 Jack Hughes Colors & Contours /99 PSA 9,New (Other),89.99,4.99,Located in United States,2026-03-13,,1,1,4.4996985530458575,1.7900914121273581
2019 Jack Hughes RC PSA 10 -more RARE Young Guns Rookie Serial # NHL GEM,New (Other),249.0,5.49,Located in United States,2026-03-12,,1,1,5.517452896464707,1.8702625307159986
2019 UPPER DECK #201 JACK HUGHES YOUNG GUNS RC ROOKIE PSA 10,New (Other),255.9,10.97,Located in Canada,2026-03-12,,1,0,5.544786743165743,2.482403519569882
2019-20 Upper Deck Young Guns #201 Jack Hughes PSA 10 Rookie USA GOLDEN GOAL RC,New (Other),219.34,8.83,Located in Canada,2026-03-12,,1,0,5.3906230373320625,2.285438934159075
2019 Upper Deck Jack Hughes Young Guns Speckled Rainbow Foil PSA 9 #201 Devils,New (Other),450.0,6.49,Located in United States,2026-03-11,,1,1,6.1092475827643655,2.0135687975291283
2019-20 Upper Deck UD Canvas Young Guns Jack Hughes PSA 10 #C239 New Jersey,New (Other),131.61,10.96,Located in Canada,2026-03-10,,1,0,4.879843003846233,2.481567748522486
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC) Team USA,New (Other),165.0,5.62,Located in United States,2026-03-10,5.0,1,1,5.10594547390058,1.890095369948917
JACK HUGHES NJ DEVILS ROOKIE YOUNG GUNS 2019-20 UPPER DECK #201 PSA 10 🏆GOAL,New (Other),279.0,15.0,Located in United States,2026-03-10,5.0,1,1,5.631211781821365,2.772588722239781
2019-20 Upper Deck #201 Jack Hughes Young Guns YG Rookie RC PSA 9,New (Other),199.99,4.5,Located in United States,2026-03-10,5.0,1,1,5.2982673652979955,1.7047480922384253
2019 Jack Hughes RC PSA 10 -more RATE Young Guns Rookie Serial # NHL GEM,New (Other),239.0,5.49,Located in United States,2026-03-10,,1,1,5.476463551931511,1.8702625307159986
Jack Hughes 2019-20 Upper Deck Young Gun #201 PSA 9 Golden Goal! Rookie,New (Other),115.0,5.62,Located in United States,2026-03-09,,1,1,4.74493212836325,1.890095369948917
2019-20 UpperDeck Series 1 Jack Hughes Young Guns CGC10 Pristine Devils #201,New (Other),250.0,9.99,Located in China,2026-03-09,5.0,1,0,5.521460917862246,2.39698576841553
2019 JACK HUGHES UD Young Guns Rookie PSA 9 Team USA Golden Goal 🥇,New (Other),127.95,18.43,Located in Canada,2026-03-09,,1,0,4.851639562605798,2.9668182633893485
✅ 2019-20 Upper Deck Young Guns JACK HUGHES PSA 10 #201 New Jersey Devils 🥇,New (Other),324.0,5.24,Located in United States,2026-03-09,5.0,1,1,5.780743515792329,1.8309801823813363
2019-20 Upper Deck - Young Guns Jack Hughes #201 CGC 10,New (Other),200.0,5.97,Located in United States,2026-03-09,5.0,1,1,5.298317366548036,1.9416152247724325
2019-20 Upper Deck #201 Jack Hughes Young Guns PSA 10 USA,New (Other),300.0,6.24,Located in United States,2026-03-09,5.0,1,1,5.703782474656201,1.979621206397625
Jack & Quinn Hughes Young Guns Checklist PSA 10 - Upper Deck 2019-20 Series 1,New (Other),146.23,10.97,Located in Canada,2026-03-08,,1,0,4.985180724623787,2.482403519569882
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-08,,1,0,5.4234510973048025,2.7485521444115397
JACK HUGHES 2019 Upper Deck Young Guns PSA 10 Rookie YG RC #201 - Golden Goal 🏅,New (Other),279.95,0.0,Located in United States,2026-03-08,5.0,1,1,5.634611015794902,0.0
2019-20 Upper Deck Jack Hughes #201 Young Guns Rookie PSA 10,New (Other),266.86,0.0,Located in United States,2026-03-08,5.0,1,1,5.5867241763142745,0.0
2019 UPPER DECK #201 JACK HUGHES Young Guns ROOKIE RC PSA 9,New (Other),160.0,8.75,Located in United States,2026-03-07,5.0,1,1,5.075173815233827,2.277267285009756
2019 Upper Deck JACK HUGHES Young Guns RC PSA 10,New (Other),274.99,5.97,Located in United States,2026-03-07,5.0,1,1,5.616734733369035,1.9416152247724325
2019-20 Upper Deck Jack Hughes Young Guns Rookie RC #201 PSA 10 GEM MINT,New (Other),295.0,6.24,Located in United States,2026-03-07,5.0,1,1,5.68697535633982,1.979621206397625
2019-20 O-Pee-Chee Jack Hughes Rookie Glossy PSA 10 RC #R-20,New (Other),130.0,8.6,Located in United States,2026-03-07,,1,1,4.867534450455582,2.2617630984737906
2019 Upper Deck O-Pee-Chee Update Marquee Rookies Blue Jack Hughes PSA 8.5,New (Other),29.99,5.62,Located in United States,2026-03-07,,1,1,3.4008639927609177,1.890095369948917
2019-20 Upper Deck Jack Hughes Young Guns #201 PSA 9 Mint RC New Jersey Devils,New (Other),124.29,17.83,Located in Canada,2026-03-07,,1,0,4.82261754475742,2.935451342669061
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-07,,1,0,5.4234510973048025,2.7485521444115397
2019 Upper Deck Young Guns #201 Jack Hughes RC Rookie GEM MINT PSA 10 DEVILS,New (Other),269.99,7.0,Located in United States,2026-03-07,5.0,1,1,5.59838492127545,2.0794415416798357
2019 Upper Deck Young Guns Jack Hughes PSA 10 Gem Mint #201 Devils RC,New (Other),280.0,6.58,Located in United States,2026-03-07,5.0,1,1,5.634789603169249,2.0255131996542803
Jack Hughes Young Guns PSA 10 2019-20 Upper Deck #201 GEM MINT Devils RC 🔥,New (Other),255.9,26.24,Located in Canada,2026-03-06,,1,0,5.544786743165743,3.3046864812813115
Jack Hughes 2019-20 Upper Deck #201 UD Signed Rookie Card Auto (RC) BGS 9.5 10,New (Other),999.99,0.0,Located in United States,2026-03-06,5.0,1,1,6.907745278932136,0.0
2019-20 Upper Deck Hockey Young Guns #201 Jack Hughes RC Rookie PSA 10 GEM MINT,New (Other),274.99,5.97,Located in United States,2026-03-06,5.0,1,1,5.616734733369035,1.9416152247724325
2019 UPPER DECK Jack Hughes PSA 10 RC YOUNG GUNS ROOKIE New Jersey Devils,New (Other),300.0,9.0,Located in United States,2026-03-05,5.0,1,1,5.703782474656201,2.302585092994046
2019-20 Upper Deck Jack Hughes Rookie Young Guns RC #201 Devils PSA 10,New (Other),300.0,5.62,Located in United States,2026-03-05,5.0,1,1,5.703782474656201,1.890095369948917
2019-20 Upper Deck Young Guns Jack Hughes #201 (RC) Rookie USA PSA 9,New (Other),116.98,18.1,Located in Canada,2026-03-05,,1,0,4.76200298001488,2.9496883350525844
2019-20 Upper Deck Young Guns Jack Hughes #201 PSA 9 MINT Rookie RC,New (Other),199.0,5.72,Located in United States,2026-03-05,5.0,1,1,5.293304824724492,1.9050881545350582
2019-20 UPPER DECK #201 YOUNG GUNS ROOKIE CARD RC JACK HUGHES - PSA 10 GEM MINT,New (Other),241.27,34.36,Located in Canada,2026-03-05,,1,0,5.485916638337356,3.5655812377694427
Jack Hughes Young Guns PSA 10 2019-20 Upper Deck #201 GEM MINT Devils RC 🔥,New (Other),292.45,7.31,Located in Canada,2026-03-05,,1,0,5.678293711889035,2.1174596088673567
2019 Upper Deck Young Guns Jack Hughes Psa 10 READ,New (Other),150.0,5.0,Located in United States,2026-03-05,5.0,1,1,5.0106352940962555,1.791759469228055
Jack Hughes 2019-20 Upper Deck Young Guns Rookie #201 PSA 10 New Jersey Devils,New (Other),168.17,34.58,Located in Canada,2026-03-05,,1,0,5.124975372534658,3.571783682237689
Jack Hughes Young Guns PSA 10 2019-20 Upper Deck #201 GEM MINT Devils RC 🔥,New (Other),255.9,21.78,Located in Canada,2026-03-04,,1,0,5.544786743165743,3.125882958019036
2019 Upper Deck Young Guns Jack Hughes Psa 10 READ,New (Other),250.0,5.0,Located in United States,2026-03-04,5.0,1,1,5.521460917862246,1.791759469228055
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-04,,1,0,5.4234510973048025,2.7485521444115397
Upper Deck Young Guns Rookie Jack Hughes #201 PSA 10 2019-20 New Jersey Devils,New (Other),285.0,0.0,Located in United States,2026-03-04,5.0,1,1,5.652489180268651,0.0
2019 Jack Hughes RC PSA 10 -more rare Young Guns Rookie Serial #/999 GEM POP 45,New (Other),199.2,5.49,Located in United States,2026-03-04,,1,1,5.294309345150498,1.8702625307159986
Jack Hughes 2019-20 Upper Deck Series 1 #201 Young Guns Rookie PSA 9 Mint,New (Other),159.99,5.75,Located in United States,2026-03-04,5.0,1,1,5.075111313280621,1.9095425048844386
2019 Upper Deck Young Guns Jack Hughes Psa 10 READ,New (Other),250.0,5.0,Located in United States,2026-03-04,5.0,1,1,5.521460917862246,1.791759469228055
2019-20 Upper Deck Jack Hughes Quinn Rookie SP Graded PSA 9 Mint Devils USA,New (Other),86.5,5.75,Located in United States,2026-03-04,,1,1,4.460144413937834,1.9095425048844386
2019 UD O-pee-chee Jack Hughes Marquee Rookies PSA 10 Golden Goal USA!,New (Other),125.0,5.62,Located in United States,2026-03-04,,1,1,4.8283137373023015,1.890095369948917
2019/20 O-PEE-CHEE NHL HOCKEY CARD #611 JACK HUGHES ROOKIE KSA 10 GEM MINT OPC,New (Other),70.99,8.99,Located in Canada,2026-03-03,,1,0,4.262539022051294,2.301584592660462
2019-20 Upper Deck Series 1 Jack Hughes YG Young Guns PSA 10 #201 Rookie RC B568,Pre-Owned,266.87,13.16,Located in Canada,2026-03-03,,1,0,5.586761648444382,2.6504210882655737
Jack Hughes 2019-2020 Upper Deck Young Guns PSA 10 #201 GEM MINT - GOLDEN GOAL,New (Other),289.99,0.0,Located in United States,2026-03-02,5.0,1,1,5.669846439627355,0.0
2019-20 Upper Deck Hockey 201 Jack Hughes Rookie Card Young Guns PSA 10 Gem Mint,New (Other),270.0,6.24,Located in United States,2026-03-02,5.0,1,1,5.598421958998375,1.979621206397625
2019 UD O-pee-chee Jack Hughes Rookie Glossy PSA 10 Golden Goal USA!,New (Other),125.0,5.62,Located in United States,2026-03-02,,1,1,4.8283137373023015,1.890095369948917
2019 UD O-PEE-CHEE Jack Hughes Marquee Rookies Blue PSA 10 SSP Golden Goal USA!,New (Other),175.0,5.62,Located in United States,2026-03-02,,1,1,5.1647859739235145,1.890095369948917
2019-20 Upper Deck - Young Guns - Jack Hughes - Rookie RC - SGC 10,New (Other),220.0,5.89,Located in United States,2026-03-02,5.0,1,1,5.393627546352362,1.9300710850255671
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-02,,1,0,5.4234510973048025,2.7485521444115397
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC) PSA 9 Rookie Card,New (Other),146.22,11.68,Located in Canada,2026-03-02,,1,0,4.9851123368651695,2.5400259490090797
2019 Upper Deck Jack Hughes Young Guns Rookie SGC 10,New (Other),189.99,6.0,Located in United States,2026-02-23,5.0,1,1,5.246971439196448,1.9459101490553132
19-20 UD Series 2 Hockey Canvas Young Guns C239 Jack Hughes PSA 10,New (Other),229.99,9.99,Located in United States,2026-03-02,5.0,1,1,5.438035829717119,2.39698576841553
2019 Jack Hughes O-Pee-Chee OPC Update Retro Marquee Rookie PSA 10 Gen Mint USA!,New (Other),155.0,5.95,Located in United States,2026-03-02,,1,1,5.043425116919247,1.9387416595767009
2019-20 Upper Deck Jack Hughes Young Guns #201 (RC) Golden Goal!!,New (Other),299.99,8.0,Located in United States,2026-03-02,5.0,1,1,5.7037491407673,2.1972245773362196
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-02,,1,0,5.4234510973048025,2.7485521444115397
2019 Upper Deck Young Guns #201 Jack Hughes RC PSA 10 NJ Devils,New (Other),300.0,4.99,Located in United States,2026-03-01,5.0,1,1,5.703782474656201,1.7900914121273581
2019 UPPER DECK #201 JACK HUGHES YOUNG GUNS RC ROOKIE PSA 10,New (Other),300.0,5.48,Located in United States,2026-03-01,5.0,1,1,5.703782474656201,1.8687205103641833
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,New (Other),226.66,14.62,Located in Canada,2026-03-01,,1,0,5.4234510973048025,2.7485521444115397
19-20 UD Series 1 - Jack Hughes Young Guns PSA 10 - Devils - 249,New (Other),280.0,4.99,Located in United States,2026-03-01,5.0,1,1,5.634789603169249,1.7900914121273581
2019-20 Upper Deck Young Guns Jack Hughes #201 PSA 10 New Jersey Devils,New (Other),295.0,5.89,Located in United States,2026-03-01,5.0,1,1,5.68697535633982,1.9300710850255671
2019-20 UD Canvas Young Guns Jack Hughes & Quinn Hughes PSA 10 ROOKIE CARD USA!!,New (Other),225.0,5.95,Located in United States,2026-03-01,,1,1,5.41610040220442,1.9387416595767009
2019 UPPER DECK Allure Jack Hughes Rookie Card #100 PSA 10,New (Other),125.0,6.0,Located in United States,2026-02-28,,1,1,4.8283137373023015,1.9459101490553132
2019-20 Upper Deck Young Guns Jack Hughes #201 (RC) SGC 10 - USA GOLD GWG Scorer,New (Other),300.0,0.0,Located in United States,2026-02-22,5.0,0,1,5.703782474656201,0.0
2019 UD #233 JESPER BOQVIST PSA 10,New (Other),74.99,5.99,Located in United States,2026-02-28,,1,1,4.317354771313298,1.944480556245719
2019-20 Jack Hughes Young Guns RC!! PSA Gem 10💎💎 Gold Medal 🥇,New (Other),279.99,5.97,Located in United States,2026-02-28,5.0,1,1,5.634753888245765,1.9416152247724325
JACK HUGHES 2019 UPPER DECK Series 1 #201 YOUNG GUNS RC NJ DEVILS PSA 10 💎,New (Other),299.0,5.89,Located in United States,2026-02-28,5.0,1,1,5.700443573390687,1.9300710850255671
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC),New (Other),138.92,16.5,Located in Canada,2026-02-28,,1,0,4.933898227875873,2.8622008809294686
2019-20 Upper Deck Young Guns #201 Jack Hughes PSA 10 Rookie USA GOLDEN GOAL RC,New (Other),325.0,4.47,Located in United States,2026-02-28,5.0,1,1,5.783825182329737,1.6992786164338898
Jack Hughes 2018-19 Upper Deck Series 1 Young Guns PSA 10 #201 Devils Rookie,New (Other),299.99,0.0,Located in United States,2026-02-28,5.0,1,1,5.7037491407673,0.0
JACK HUGHES 2019 UPPER DECK Series 1 #201 YOUNG GUNS RC NJ DEVILS PSA 10 💎,New (Other),299.0,0.0,Located in United States,2026-02-28,5.0,1,1,5.700443573390687,0.0
2019-20 Upper Deck Young Guns JACK HUGHES #201 (RC) USA 🇺🇸 🥇PSA 10,New (Other),299.0,5.17,Located in United States,2026-02-27,5.0,1,1,5.700443573390687,1.8196988379172965
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC) PSA 10,New (Other),275.0,5.62,Located in United States,2026-02-27,5.0,1,1,5.616771097666572,1.890095369948917
2019 UD CANVAS #C239 JACK HUGHES PSA 10,New (Other),210.0,5.99,Located in United States,2026-02-27,5.0,1,1,5.3471075307174685,1.944480556245719
2019 UD Canvas Young Guns Jack Hughes PSA 10 Gem Mint #C239 RC Rookie,New (Other),175.48,7.3,Located in Canada,2026-02-27,,1,0,5.167525076298014,2.1162555148025524
2019-20 Upper Deck - Young Guns Jack Hughes PSA 9 #201 (RC),New (Other),169.99,5.48,Located in United States,2026-02-27,5.0,1,1,5.135739611790679,1.8687205103641833
Jack Hughes Young Guns TAG 10 2019-20 Upper Deck #201 Devils RC 🥇Gold!,New (Other),292.46,19.01,Located in Canada,2026-02-27,,1,0,5.678327905183733,2.996232148595642
2019 PSA 10 JACK HUGHES FUTURE WATCH AUTO + YOUNG GUNS ROOKIE RC GOLDEN GOAL USA,New (Other),1999.99,50.0,Located in Hong Kong,2026-02-27,,1,0,7.600897459529582,3.9318256327243257
Jack Hughes Young Guns #201 UD Exclusives 2024-25 Graded KSA 9 Rare /100,New (Other),108.94,19.4,Located in Canada,2026-02-26,,1,0,4.690797271955528,3.0155349008501706
JACK HUGHES 2019 UPPER DECK Series 1 #201 YOUNG GUNS RC NJ DEVILS PSA 10 💎,New (Other),349.99,9.45,Located in United States,2026-02-26,,1,1,5.857904582646717,2.34660197841082
2019-20 UD Shooting Stars Jack Hughes ROOKIE #SS-A PSA 9 MINT New Jersey Devils,New (Other),75.0,5.0,Located in United States,2026-02-26,,1,1,4.31748811353631,1.791759469228055
JACK HUGHES 2019-20 Upper Deck Young Guns RC #201 - PSA 10 - TEAM USA,New (Other),299.99,8.99,Located in United States,2026-02-26,5.0,1,1,5.7037491407673,2.301584592660462
2019-20 Upper Deck Jack Hughes Young Guns Rookie Ygs Yg RC #201 PSA 10 GEM MINT,New (Other),318.6,6.0,Located in United States,2026-02-26,5.0,1,1,5.763936397475948,1.9459101490553132
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC) PSA 10,New (Other),315.0,0.0,Located in United States,2026-02-26,5.0,1,1,5.752572638825633,0.0
🥇🔥Jack Hughes-2019-20 Upper Deck - Silver Foil Young Guns PSA 10! Low POP!🔥🥇,New (Other),1400.0,0.0,Located in United States,2026-02-26,,1,1,7.24422751560335,0.0
